School_ID,District,Block,Urban_Rural,%_Math_Score,%_Language_Score,%_Science_Score,Teacher_Student_Ratio,Avg_Teacher_Experience_Years,Teacher_Trainings_Attended,Electricity_Available,Internet_Available,Functional_Toilets,Library_Available,%_Marginalized_Students,%_Students_With_Home_Internet,Parent_Literacy_Rate
SCH_3975,District_A,Block_A2,Rural,40.47,39.99,48.83,10.0,5.1,1,1,0.0,1,0,61.8,20.3,29.0
SCH_3976,District_C,Block_C3,Rural,36.51,31.97,37.88,37.5,11.2,0,1,0.0,1,0,49.8,0.7,57.3
SCH_3977,District_B,Block_B3,Rural,75.52,70.45,64.1,10.0,4.7,1,1,0.0,1,1,25.4,7.8,45.6
SCH_3978,District_B,Block_B3,Rural,60.44,77.54,60.39,27.0,4.8,4,1,0.0,1,0,28.3,3.5,58.0
SCH_3979,District_B,Block_B2,Rural,69.97,66.69,61.26,15.1,5.7,3,1,1.0,1,0,45.9,13.7,47.8
SCH_3981,District_C,Block_C1,Rural,86.31,83.59,100.0,34.5,12.6,6,1,0.0,1,0,49.5,1.4,36.7
SCH_3982,District_C,Block_C1,Rural,50.93,61.62,45.85,20.4,10.1,2,1,0.0,0,0,21.8,25.2,50.5
SCH_3983,District_B,Block_B1,Urban,59.28,58.28,41.1,34.2,17.1,3,1,1.0,1,0,12.6,35.5,66.6
SCH_3984,District_A,Block_A3,Urban,45.75,45.41,49.51,39.2,7.1,2,1,1.0,1,0,15.2,19.9,45.2
SCH_3985,District_B,Block_B2,Rural,67.92,65.08,78.88,11.5,7.0,2,1,0.0,1,0,35.8,0.0,51.0
SCH_3986,District_B,Block_B1,Rural,39.09,35.57,57.1,18.3,6.8,3,1,0.0,1,0,32.5,26.8,51.1
SCH_3987,District_B,Block_B3,Rural,31.02,37.95,43.54,27.6,11.3,0,1,0.0,1,1,60.8,0.6,23.3
SCH_3988,District_A,Block_A1,Rural,59.19,64.63,60.05,30.2,4.7,5,1,0.0,1,1,40.6,1.0,30.4
SCH_3989,District_A,Block_A1,Urban,67.91,69.23,48.92,20.4,9.6,4,1,0.0,1,1,17.3,16.8,50.665725806451604
SCH_3990,District_C,Block_C1,Rural,41.94,44.67,37.1,10.7,4.8,2,1,0.0,1,1,22.0,16.2,32.3
SCH_3991,District_A,Block_A3,Rural,52.61,52.1,48.04,21.5,11.6,1,1,0.0,1,1,36.6,14.3,42.7
SCH_3992,District_B,Block_B3,Rural,59.88,69.33,68.69,54.4,18.4,0,1,0.0,1,0,28.0,2.8,52.7
SCH_3993,District_B,Block_B1,Rural,61.82,50.69,68.19,48.3,10.8,5,1,0.0,1,0,25.5,0.0,52.9
SCH_3994,District_A,Block_A1,Rural,52.85,51.14,38.32,24.3,9.4,2,1,0.0,1,0,32.5,7.0,58.5
SCH_3995,District_C,Block_C2,Rural,66.69,70.8,77.09,29.2,4.1,0,1,1.0,1,1,24.1,16.4,56.7
SCH_3996,District_B,Block_B3,Rural,60.72,63.92,72.97,27.6,7.2,0,1,0.0,1,1,21.8,19.5,52.4
SCH_3997,District_C,Block_C2,Rural,64.89,58.43,70.89,17.0,11.3,4,0,0.0,1,0,25.2,12.7,49.6
SCH_3998,District_C,Block_C1,Rural,70.58,73.08,86.46,22.6,11.4,1,1,1.0,1,0,40.6,13.3,49.8
SCH_3999,District_B,Block_B3,Rural,60.51,52.69,36.25,31.9,12.1,3,1,0.0,1,0,32.9,20.7,54.0
SCH_4000,District_B,Block_B3,Urban,58.14,71.2,68.12,43.6,14.0,1,1,0.0,1,0,20.2,25.1,70.2
SCH_4001,District_B,Block_B2,Rural,33.44,21.05,30.82,19.4,1.1,2,1,1.0,1,1,26.3,4.8,47.5
SCH_4003,District_A,Block_A2,Rural,44.68,64.84,54.91,30.0,15.4,1,1,0.0,1,1,39.2,0.0,30.3
SCH_4004,District_C,Block_C1,Rural,55.7,54.3,87.53,28.4,13.1,1,1,0.0,1,1,39.6,10.4,34.5
SCH_4005,District_C,Block_C2,Rural,64.82,66.15,61.15,22.3,4.8,2,1,0.0,1,1,30.4,10.0,45.1
SCH_4007,District_C,Block_C3,Urban,56.03,64.97,52.66,35.0,3.1,2,1,1.0,1,1,0.0,19.0,64.4
SCH_4008,District_B,Block_B2,Rural,66.03,79.6,74.69,37.1,20.3,4,1,0.0,1,0,45.2,0.0,75.1
SCH_4009,District_C,Block_C3,Rural,91.34,94.32,98.18,26.2,6.2,0,1,1.0,1,0,37.9,0.0,56.5
SCH_4010,District_B,Block_B1,Rural,60.14,61.62,38.44,17.7,0.0,1,1,0.0,1,0,36.0,2.7,23.5
SCH_4011,District_A,Block_A3,Rural,77.81,88.41,66.75,39.4,6.1,5,1,0.0,1,1,54.6,18.2,48.5
SCH_4012,District_B,Block_B3,Urban,52.41,65.33,72.39,36.1,5.1,0,0,1.0,1,1,24.2,33.8,77.9
SCH_4013,District_B,Block_B1,Rural,74.64,82.6,82.09,36.3,9.7,5,1,1.0,1,1,22.8,9.4,45.5
SCH_4014,District_C,Block_C2,Rural,57.64,44.6,69.11,27.0,11.1,1,1,1.0,1,1,37.5,3.1,48.16411214953271
SCH_4015,District_C,Block_C1,Urban,73.75,90.14,82.69,25.6,7.1,2,1,1.0,1,1,28.9,9.4,89.8
SCH_4016,District_A,Block_A3,Rural,58.59,56.69,54.7,47.6,8.3,0,1,0.0,1,0,36.6,8.0,25.1
SCH_4017,District_C,Block_C3,Urban,77.42,75.06,75.14,27.2,10.0,1,1,1.0,1,0,21.5,12.5,62.7
SCH_4018,District_B,Block_B2,Rural,40.39,47.19,29.84,24.8,7.0,1,1,0.0,1,1,41.2,4.9,39.5
SCH_4019,District_C,Block_C1,Rural,56.02,65.64,69.38,32.2,2.6,0,1,0.0,1,0,20.9,10.8,45.6
SCH_4020,District_C,Block_C3,Rural,54.85,55.93,58.43,19.1,5.7,1,1,0.0,1,0,28.4,10.3,54.7
SCH_4021,District_A,Block_A1,Rural,49.2,40.68,56.54,31.8,7.1,2,1,0.0,1,1,35.6,13.6,49.9
SCH_4022,District_B,Block_B3,Rural,65.73,84.52,75.8,28.4,6.5,3,1,0.0,1,0,54.9,11.3,52.8
SCH_4023,District_C,Block_C3,Urban,61.05,60.71,56.68,17.5,12.4,3,1,1.0,1,1,25.0,30.9,44.0
SCH_4024,District_C,Block_C1,Rural,79.22,85.58,68.19,15.3,7.1,3,1,0.0,0,0,41.1,0.0,62.9
SCH_4025,District_C,Block_C3,Urban,64.34,61.09,52.81,37.4,11.9,3,1,0.0,1,1,9.8,31.7,61.0
SCH_4026,District_C,Block_C3,Urban,45.31,55.36,48.85,10.6,2.5,2,1,1.0,1,1,6.8,25.5,52.2
SCH_4027,District_B,Block_B3,Rural,81.03,89.99,76.97,27.1,6.5,1,1,0.0,1,0,38.1,19.1,50.1
SCH_4028,District_A,Block_A2,Rural,44.18,35.61,20.05,30.1,5.3,3,1,0.0,0,0,21.3,12.1,46.7
SCH_4029,District_C,Block_C1,Rural,59.83,64.22,51.89,13.8,3.5,3,0,0.0,1,0,18.1,6.5,61.7
SCH_4030,District_B,Block_B2,Rural,35.13,32.61,39.68,37.1,0.0,1,0,0.0,1,1,25.4,8.0,51.7
SCH_4031,District_C,Block_C2,Urban,22.3,16.68,12.84,33.2,11.8,5,1,0.0,1,1,10.4,35.8,40.1
SCH_4032,District_C,Block_C3,Rural,65.2,60.87,53.33,44.1,10.4,1,1,0.0,1,0,34.9,5.0,42.4
SCH_4033,District_B,Block_B2,Rural,84.99,85.07,90.91,28.2,11.9,3,0,0.0,1,0,22.4,0.0,49.621442125237195
SCH_4035,District_B,Block_B1,Rural,65.76,80.54,97.9,40.9,13.0,2,1,0.0,1,1,30.5,10.5,44.3
SCH_4036,District_A,Block_A3,Urban,55.19,56.56,53.23,36.3,12.8,2,1,1.0,1,0,12.0,28.3,69.1
SCH_4037,District_C,Block_C3,Rural,59.18,63.43,71.05,22.4,0.0,2,1,1.0,1,1,23.5,22.6,48.7
SCH_4038,District_B,Block_B3,Rural,72.66,74.6,80.54,30.7,9.2,1,1,0.0,1,0,32.7,2.0,62.7
SCH_4039,District_C,Block_C2,Urban,46.45,31.52,31.08,36.4,8.0,3,1,1.0,1,1,33.6,28.9,77.0
SCH_4040,District_A,Block_A3,Rural,65.67,73.5,60.73,24.9,5.3,4,1,0.0,1,1,31.2,11.5,12.6
SCH_4041,District_B,Block_B3,Urban,36.56,35.84,29.31,21.6,10.3,7,1,1.0,1,1,21.2,25.2,76.9
SCH_4042,District_A,Block_A3,Urban,84.52,81.58,75.11,24.5,10.2,4,1,0.0,0,1,23.5,19.2,69.8
SCH_4043,District_A,Block_A3,Urban,75.85,68.84,52.88,21.8,11.3,5,1,0.0,1,0,25.9,32.3,66.0
SCH_4044,District_B,Block_B3,Rural,76.68,84.88,91.29,16.3,7.0,1,1,1.0,1,0,35.1,14.4,0.0
SCH_4045,District_C,Block_C1,Urban,93.16,94.78,100.0,35.9,0.0,2,1,1.0,1,1,24.5,40.7,62.0
SCH_4046,District_B,Block_B2,Rural,69.02,67.75,61.46,38.5,5.6,1,1,0.0,1,0,49.4,21.6,54.1
SCH_4047,District_A,Block_A1,Urban,76.53,83.43,81.95,53.4,14.4,2,1,1.0,1,0,24.0,33.7,51.3
SCH_4048,District_C,Block_C1,Rural,48.53,51.24,46.01,29.75,8.8,1,1,0.0,1,0,35.1,15.4,36.0
SCH_4049,District_B,Block_B2,Rural,55.49,67.24,50.13,27.0,11.0,0,1,0.0,1,0,43.6,25.0,41.2
SCH_4050,District_A,Block_A3,Urban,74.67,90.09,82.99,41.7,6.2,3,1,1.0,1,1,36.7,24.3,28.5
SCH_4051,District_B,Block_B2,Rural,53.85,48.52,67.86,29.4,12.9,3,1,0.0,1,0,39.5,0.0,58.3
SCH_4052,District_B,Block_B1,Urban,48.47,38.59,47.33,29.75,7.2,1,1,1.0,1,1,3.4,42.0,55.7
SCH_4053,District_C,Block_C1,Urban,43.69,52.77,44.52,39.1,4.2,3,1,0.0,1,1,12.3,42.1,42.3
SCH_4055,District_C,Block_C3,Rural,79.75,87.66,98.17,36.1,6.6,3,1,0.0,1,1,23.3,27.0,46.7
SCH_4056,District_A,Block_A3,Rural,49.44,33.9,38.05,34.4,7.9,1,1,0.0,1,1,35.8,1.2,49.2674134419552
SCH_4057,District_B,Block_B2,Urban,80.58,91.36,100.0,23.5,3.0,0,0,0.0,1,1,34.8,37.6,77.3
SCH_4058,District_A,Block_A2,Rural,70.63,75.3,76.21,32.3,14.3,0,1,0.0,1,1,47.6,6.9,64.3
SCH_4059,District_C,Block_C1,Rural,56.54,52.41,73.27,22.8,10.5,0,1,1.0,1,0,55.1,5.1,51.9
SCH_4060,District_B,Block_B1,Rural,63.49,55.85,44.95,35.8,0.0,2,0,0.0,1,0,34.6,12.4,58.9
SCH_4061,District_C,Block_C1,Urban,62.57,66.39,69.15,40.8,9.5,1,1,1.0,1,1,7.4,23.7,33.6
SCH_4062,District_B,Block_B1,Urban,63.08,64.62,53.57,30.6,8.6,0,1,1.0,1,1,28.7,36.9,39.1
SCH_4063,District_A,Block_A3,Rural,76.84,68.01,69.25,44.6,4.6,1,1,1.0,1,0,6.0,2.8,25.0
SCH_4064,District_A,Block_A2,Rural,48.85,40.36,10.65,37.6,5.7,2,1,0.0,1,1,44.5,0.0,26.8
SCH_4065,District_B,Block_B2,Urban,42.56,41.74,20.3,17.8,10.4,1,1,0.0,1,1,21.5,18.1,68.0
SCH_4066,District_A,Block_A3,Urban,58.49,71.67,71.99,28.3,12.0,1,1,0.0,1,1,31.8,40.7,70.8
SCH_4067,District_B,Block_B3,Rural,37.21,35.62,38.37,33.9,8.5,0,1,1.0,1,0,28.2,4.7,41.1
SCH_4068,District_C,Block_C1,Rural,56.8,60.6,61.97,38.2,0.0,1,1,1.0,1,0,39.6,18.8,49.78229927007299
SCH_4069,District_A,Block_A3,Rural,44.74,63.42,37.43,29.9,4.0,2,1,0.0,1,1,35.4,0.0,56.4
SCH_4070,District_C,Block_C2,Rural,62.54,66.23,80.13,15.0,17.0,3,1,0.0,1,0,50.2,11.4,32.0
SCH_4071,District_A,Block_A3,Rural,55.32,61.15,48.66,29.75,12.1,2,1,0.0,1,0,33.7,8.9,45.1
SCH_4072,District_B,Block_B1,Rural,49.47,57.77,57.87,22.4,6.1,1,1,0.0,1,0,34.5,28.5,49.8
SCH_4073,District_A,Block_A1,Rural,44.87,46.55,44.62,37.5,12.7,2,1,0.0,1,0,34.9,4.5,28.5
SCH_4074,District_B,Block_B2,Rural,53.94,60.61,64.26,24.5,6.2,1,1,0.0,1,1,28.3,17.4,50.2
SCH_4075,District_B,Block_B2,Rural,77.31,71.8,86.31,30.3,1.7,0,1,0.0,1,1,32.6,0.0,34.8
SCH_4077,District_C,Block_C1,Rural,74.81,84.63,83.33,33.6,7.3,1,0,0.0,1,0,35.5,5.8,51.4
SCH_4078,District_B,Block_B3,Rural,53.19,46.36,38.18,31.0,7.8,4,1,0.0,1,0,42.9,8.6,25.4
SCH_4079,District_C,Block_C2,Rural,71.1,94.6,81.67,27.7,4.6,2,1,0.0,1,1,38.2,10.3,50.4
SCH_4080,District_B,Block_B2,Rural,43.25,51.31,43.89,26.7,7.3,3,1,0.0,1,1,32.1,4.9,31.7
SCH_4081,District_A,Block_A3,Rural,41.64,58.72,48.02,38.7,5.7,3,1,0.0,1,0,27.8,0.0,62.3
SCH_4082,District_B,Block_B1,Urban,75.02,82.35,55.67,13.3,8.0,1,1,1.0,1,1,36.4,30.8,68.7
SCH_4083,District_B,Block_B2,Rural,45.77,57.02,62.1,25.8,9.9,2,1,0.0,1,0,49.2,6.4,15.5
SCH_4084,District_B,Block_B3,Urban,70.88,83.36,80.6,10.0,7.8,2,1,0.0,1,0,27.7,19.3,66.5
SCH_4085,District_B,Block_B3,Urban,49.91,53.66,58.39,44.3,5.4,2,1,0.0,1,1,13.4,18.3,60.0
SCH_4086,District_C,Block_C1,Urban,56.56,65.89,57.05,48.7,4.7,2,1,0.0,1,1,26.2,26.4,45.2
SCH_4087,District_A,Block_A3,Rural,66.42,67.63,58.89,25.3,12.4,2,1,0.0,1,0,32.7,0.0,26.3
SCH_4088,District_C,Block_C2,Rural,78.01,75.18,77.81,16.7,6.9,0,1,0.0,1,0,50.3,0.0,61.7
SCH_4089,District_B,Block_B3,Urban,60.46,62.02,72.95,19.6,14.2,4,1,0.0,1,1,17.4,18.1,50.9
SCH_4090,District_C,Block_C2,Rural,40.6,51.18,57.19,32.1,8.7,5,1,0.0,1,0,34.9,10.7,39.8
SCH_4091,District_B,Block_B2,Rural,70.93,74.54,73.44,39.5,5.6,2,1,0.0,1,0,33.7,0.0,52.5
SCH_4092,District_B,Block_B1,Rural,46.83,53.3,36.68,39.2,6.9,0,1,0.0,1,1,42.1,3.9,34.4
SCH_4093,District_B,Block_B3,Rural,59.56,74.59,75.29,31.0,2.2,5,1,1.0,1,0,21.3,9.0,55.3
SCH_4094,District_C,Block_C2,Rural,48.34,54.28,63.03,17.1,3.1,1,1,0.0,1,0,41.8,5.7,32.8
SCH_4096,District_C,Block_C1,Rural,34.95,53.46,60.23,22.3,8.8,0,1,0.0,1,0,32.8,13.6,14.0
SCH_4097,District_C,Block_C3,Rural,51.78,67.71,63.04,22.1,13.8,2,0,0.0,1,1,35.2,6.7,48.5
SCH_4098,District_C,Block_C1,Urban,53.51,46.46,53.07,28.2,9.3,1,1,1.0,1,1,3.0,34.9,51.0
SCH_4099,District_C,Block_C2,Urban,60.62,75.36,64.95,45.8,6.9,1,1,1.0,1,1,25.1,20.2,90.8
SCH_4100,District_C,Block_C3,Rural,71.04,69.07,72.6,28.3,4.7,0,1,0.0,1,1,35.8,11.3,49.90759717314488
SCH_4101,District_A,Block_A2,Urban,72.96,75.1,60.8,47.3,9.9,2,1,1.0,1,1,12.8,24.2,58.1
SCH_4102,District_C,Block_C1,Rural,77.47,75.75,84.24,30.2,9.0,1,1,0.0,1,0,51.3,9.9,31.1
SCH_4103,District_C,Block_C1,Rural,33.14,31.74,51.5,10.0,1.3,4,1,0.0,1,0,48.5,4.9,46.9
SCH_4104,District_A,Block_A1,Urban,87.06,98.12,100.0,33.1,5.9,2,1,1.0,1,1,24.6,35.8,47.5
SCH_4105,District_B,Block_B1,Rural,29.69,27.01,32.57,29.9,9.9,2,1,0.0,1,0,48.3,22.1,54.9
SCH_4106,District_C,Block_C1,Urban,78.63,88.09,82.79,32.5,6.5,2,0,1.0,1,1,31.9,25.7,72.4
SCH_4107,District_C,Block_C2,Rural,58.9,62.96,51.6,28.6,12.4,3,1,1.0,1,0,33.6,17.5,37.0
SCH_4108,District_B,Block_B1,Urban,45.57,71.08,53.53,29.3,5.7,0,1,0.0,1,1,27.8,28.6,74.9
SCH_4109,District_C,Block_C2,Rural,76.87,79.08,76.62,33.7,13.6,0,1,0.0,1,0,46.8,10.5,47.2
SCH_4110,District_B,Block_B1,Urban,33.24,49.88,50.0,22.5,12.9,2,1,1.0,1,1,25.5,38.7,53.9
SCH_4111,District_A,Block_A1,Rural,50.43,63.74,42.76,34.1,3.5,1,1,0.0,1,0,48.2,22.3,15.0
SCH_4112,District_C,Block_C1,Urban,47.93,47.54,38.99,10.0,6.1,1,1,1.0,1,1,7.8,16.1,71.3
SCH_4113,District_A,Block_A3,Rural,91.82,76.0,75.08,38.3,11.0,1,1,0.0,1,0,27.7,24.7,51.1
SCH_4114,District_C,Block_C1,Rural,73.09,78.34,77.54,29.75,11.6,1,1,0.0,0,0,41.6,13.9,51.9
SCH_4115,District_C,Block_C3,Rural,30.7,32.28,30.83,22.0,13.5,0,1,0.0,1,1,25.9,8.5,54.6
SCH_4116,District_A,Block_A3,Rural,55.09,56.38,67.67,46.1,1.1,1,1,0.0,1,0,30.4,17.8,45.5
SCH_4117,District_A,Block_A1,Rural,45.52,37.8,31.32,24.8,7.7,1,1,0.0,1,1,23.3,25.1,59.4
SCH_4118,District_C,Block_C1,Urban,83.7,85.37,80.04,32.0,13.4,1,1,1.0,1,1,11.5,29.9,84.9
SCH_4119,District_B,Block_B3,Rural,64.17,63.73,77.2,31.8,7.2,5,0,1.0,1,1,15.1,24.3,57.6
SCH_4120,District_C,Block_C3,Urban,65.83,65.39,79.38,21.8,9.7,0,1,0.0,1,0,24.6,5.4,64.9
SCH_4121,District_A,Block_A1,Rural,25.87,24.96,15.59,25.6,15.3,1,0,0.0,1,1,62.0,0.0,50.665725806451604
SCH_4122,District_C,Block_C1,Rural,53.29,64.15,64.86,51.9,4.6,4,1,0.0,1,0,23.0,5.1,31.4
SCH_4124,District_B,Block_B3,Rural,71.15,62.19,70.37,33.6,7.5,3,1,0.0,1,0,29.0,0.3,44.1
SCH_4125,District_A,Block_A3,Urban,57.41,45.3,58.51,28.1,9.3,1,1,1.0,1,1,24.9,38.9,67.6
SCH_4126,District_B,Block_B2,Rural,59.41,70.99,53.97,30.9,10.0,1,1,0.0,1,0,8.8,21.5,76.7
SCH_4127,District_B,Block_B3,Rural,54.0,59.32,49.5,39.4,8.3,1,1,0.0,1,1,16.4,5.9,58.4
SCH_4129,District_B,Block_B1,Rural,67.27,63.53,78.29,49.0,5.7,4,1,1.0,1,1,27.3,7.6,49.6
SCH_4130,District_A,Block_A2,Rural,55.92,53.33,40.38,31.1,8.6,1,1,0.0,1,0,41.9,12.4,52.7
SCH_4131,District_A,Block_A2,Rural,64.19,67.12,59.85,20.4,9.5,1,1,0.0,1,1,38.9,29.5,50.0
SCH_4132,District_B,Block_B2,Urban,53.09,38.56,46.42,24.4,10.6,2,1,0.0,1,1,1.0,25.0,47.3
SCH_4133,District_A,Block_A2,Rural,72.13,74.05,75.51,30.7,13.1,4,1,0.0,1,0,38.8,12.8,49.65370705244123
SCH_4134,District_B,Block_B1,Rural,50.48,49.9,51.28,31.9,9.6,1,1,0.0,1,1,35.3,1.9,71.4
SCH_4135,District_B,Block_B1,Urban,60.03,68.18,54.87,36.3,7.2,1,0,1.0,1,0,46.0,36.1,53.8
SCH_4136,District_B,Block_B1,Rural,38.95,36.56,43.18,44.4,9.9,3,0,0.0,1,0,32.0,0.0,42.2
SCH_4137,District_C,Block_C2,Rural,66.56,71.4,67.81,28.0,10.8,1,1,1.0,1,0,42.1,7.9,61.5
SCH_4138,District_A,Block_A3,Rural,60.65,68.18,69.7,29.75,1.0,2,1,0.0,1,1,15.4,12.4,25.5
SCH_4139,District_B,Block_B1,Rural,49.9,59.1,54.88,38.6,6.4,3,0,0.0,1,0,21.7,22.7,62.7
SCH_4140,District_A,Block_A3,Urban,75.81,96.34,86.79,10.0,0.9,5,1,1.0,0,1,11.1,4.2,69.8
SCH_4141,District_B,Block_B1,Rural,48.25,62.27,52.51,19.5,11.0,2,1,0.0,1,1,30.2,0.0,29.2
SCH_4142,District_C,Block_C3,Rural,68.17,68.79,52.51,21.8,2.8,1,1,0.0,1,1,26.8,7.0,33.3
SCH_4143,District_A,Block_A2,Rural,52.69,43.3,48.7,36.1,0.0,3,1,1.0,1,1,43.6,26.8,38.9
SCH_4144,District_C,Block_C2,Rural,59.02,70.15,68.03,37.6,0.0,3,1,1.0,1,0,39.3,0.0,48.16411214953271
SCH_4146,District_A,Block_A1,Rural,90.83,83.69,59.61,29.75,13.6,4,1,0.0,1,1,36.9,20.0,74.3
SCH_4147,District_C,Block_C3,Rural,52.03,55.44,69.28,36.8,15.6,5,1,0.0,1,1,28.0,16.8,49.4
SCH_4148,District_B,Block_B2,Rural,47.2,51.55,52.84,35.3,11.0,2,1,0.0,1,0,28.8,2.2,52.3
SCH_4149,District_A,Block_A2,Rural,76.3,70.62,95.63,37.3,2.8,3,1,0.0,1,1,37.1,22.5,45.8
SCH_4150,District_A,Block_A3,Urban,57.25,70.42,68.56,20.8,5.9,1,1,0.0,1,1,16.2,33.2,63.9
SCH_4151,District_C,Block_C1,Rural,61.16,49.82,42.1,24.5,6.3,4,1,1.0,1,1,35.3,18.7,41.4
SCH_4152,District_A,Block_A3,Rural,44.66,23.11,22.05,29.75,12.7,2,1,0.0,1,0,26.5,13.4,38.7
SCH_4153,District_B,Block_B2,Rural,64.93,70.44,55.03,21.7,0.8,1,0,0.0,1,0,39.7,10.9,49.5
SCH_4154,District_A,Block_A3,Rural,71.91,71.56,64.3,26.9,3.9,1,1,1.0,1,0,23.6,0.0,19.2
SCH_4155,District_B,Block_B2,Urban,71.81,73.02,76.33,24.7,7.6,3,1,0.0,1,1,17.4,31.6,73.1
SCH_4156,District_C,Block_C1,Rural,50.35,48.26,56.6,42.6,3.5,1,1,0.0,0,1,42.5,14.9,32.3
SCH_4157,District_C,Block_C3,Rural,71.73,84.74,78.28,14.6,5.8,3,1,0.0,1,0,27.8,13.6,30.7
SCH_4158,District_B,Block_B2,Rural,53.16,62.93,65.69,25.2,10.9,3,1,1.0,1,0,26.8,6.3,36.3
SCH_4159,District_B,Block_B2,Rural,46.17,39.9,48.91,15.5,9.1,3,1,0.0,1,1,28.0,27.3,31.3
SCH_4160,District_C,Block_C1,Urban,55.14,65.22,60.05,37.5,10.9,3,1,1.0,1,1,24.7,35.4,62.5
SCH_4161,District_C,Block_C1,Rural,76.89,61.22,60.33,43.6,8.0,3,1,0.0,1,1,34.7,21.3,17.1
SCH_4162,District_A,Block_A2,Rural,81.01,73.43,79.13,19.9,4.4,3,1,1.0,1,0,39.7,7.3,20.3
SCH_4163,District_C,Block_C2,Rural,47.38,49.71,39.8,38.0,10.5,2,1,1.0,1,1,39.0,0.0,48.16411214953271
SCH_4164,District_A,Block_A3,Rural,29.36,40.48,40.62,38.0,1.8,2,1,0.0,1,1,48.3,14.1,36.5
SCH_4165,District_C,Block_C2,Urban,51.17,52.8,71.8,17.1,9.4,4,1,0.0,1,1,43.0,26.0,62.5
SCH_4166,District_B,Block_B3,Rural,52.62,48.93,43.62,35.1,17.7,1,1,0.0,1,0,43.6,21.5,55.6
SCH_4167,District_B,Block_B2,Rural,82.58,72.38,71.84,29.75,6.3,5,1,0.0,1,1,39.2,0.0,29.7
SCH_4168,District_A,Block_A3,Rural,58.29,42.48,61.06,31.8,7.3,2,1,0.0,1,1,32.0,10.5,40.9
SCH_4169,District_C,Block_C1,Urban,76.9,78.75,75.26,22.3,2.0,1,1,0.0,1,0,6.7,45.1,46.1
SCH_4170,District_B,Block_B3,Rural,63.41,66.19,63.15,37.7,8.9,1,1,1.0,1,1,3.0,6.1,68.9
SCH_4171,District_B,Block_B1,Rural,55.29,64.4,66.47,18.0,10.1,2,1,0.0,1,0,47.1,11.7,36.6
SCH_4172,District_B,Block_B2,Rural,46.36,50.02,40.7,19.3,5.9,1,1,0.0,1,0,36.9,8.0,39.5
SCH_4173,District_C,Block_C1,Rural,62.28,69.76,69.62,32.6,0.0,1,0,0.0,1,0,33.8,23.9,41.1
SCH_4174,District_A,Block_A3,Urban,65.02,68.54,45.01,33.6,10.8,0,1,0.0,1,1,29.2,6.7,84.9
SCH_4176,District_C,Block_C1,Urban,49.06,51.3,53.6,49.0,12.7,1,1,0.0,1,0,31.7,30.0,50.9
SCH_4177,District_B,Block_B3,Rural,63.14,63.75,66.96,20.2,4.8,1,0,0.0,1,0,31.6,8.5,57.4
SCH_4178,District_B,Block_B1,Rural,56.97,47.28,47.53,46.6,18.7,1,1,0.0,1,0,39.5,10.3,72.5
SCH_4179,District_C,Block_C3,Rural,58.76,61.84,51.05,27.9,3.0,0,1,0.0,1,0,46.7,15.1,46.6
SCH_4180,District_B,Block_B2,Rural,69.0,85.48,79.74,17.6,3.7,3,1,0.0,1,1,47.6,7.0,22.6
SCH_4181,District_A,Block_A3,Rural,48.12,51.95,57.13,35.0,10.3,5,0,0.0,1,0,46.9,5.7,29.7
SCH_4182,District_B,Block_B3,Rural,67.71,72.95,72.99,18.4,1.2,5,1,0.0,1,0,57.4,20.9,62.1
SCH_4183,District_A,Block_A1,Urban,53.79,58.45,54.54,26.0,11.1,2,0,1.0,1,0,25.2,23.4,28.1
SCH_4184,District_A,Block_A1,Rural,27.97,43.55,23.29,16.9,7.4,3,1,0.0,1,0,37.6,16.2,36.8
SCH_4185,District_A,Block_A3,Rural,65.92,87.25,80.5,26.9,7.1,5,1,0.0,1,0,26.9,2.8,0.0
SCH_4186,District_C,Block_C1,Rural,50.44,48.28,65.0,20.3,3.0,2,1,0.0,0,0,23.2,0.0,49.5
SCH_4187,District_B,Block_B2,Urban,78.15,69.96,84.8,38.1,10.5,1,1,1.0,1,0,19.1,24.9,59.4
SCH_4188,District_A,Block_A3,Urban,57.36,54.0,66.08,42.8,4.9,1,0,1.0,1,1,34.8,39.6,51.7
SCH_4189,District_C,Block_C2,Rural,63.04,66.62,77.79,22.7,5.7,1,1,0.0,1,1,31.1,13.4,41.3
SCH_4190,District_B,Block_B3,Rural,83.12,81.77,95.77,25.8,6.6,0,1,1.0,1,1,31.7,26.3,46.5
SCH_4191,District_B,Block_B1,Rural,63.32,72.31,59.44,45.2,8.8,0,1,0.0,1,0,18.9,28.5,66.5
SCH_4192,District_A,Block_A2,Rural,70.7,65.07,65.11,59.8,1.1,0,1,0.0,1,0,38.1,17.5,46.4
SCH_4193,District_A,Block_A2,Rural,65.49,66.15,61.48,42.8,10.5,2,1,0.0,1,1,45.0,25.6,50.9
SCH_4194,District_C,Block_C1,Rural,68.42,72.72,81.0,29.5,13.7,1,1,0.0,1,0,42.1,18.0,55.4
SCH_4195,District_B,Block_B1,Rural,75.9,73.2,81.26,28.7,10.2,1,1,1.0,1,0,42.2,12.4,65.9
SCH_4196,District_A,Block_A3,Rural,73.95,81.85,73.17,29.75,11.6,4,1,0.0,1,1,30.4,6.3,41.1
SCH_4197,District_C,Block_C3,Rural,45.73,58.87,51.07,10.4,8.0,2,1,0.0,1,1,30.8,17.1,35.2
